individual_id,fitness
0,0.1908334007689586
1,0.10568496201749893
2,0.11220890555886377
3,0.07678107402474361
4,0.3519097377105153
5,0.15197128891536854
6,0.21320310830722075
7,0.08417428197008922
8,0.07987244848913588
9,0.178878749117189
10,0.13922761817817586
11,0.40336066593063963
12,0.13300959539921392
13,0.31856630750539244
14,0.019199303316430782
15,0.2376894716736806
16,0.20241516847759422
17,0.2927270209079369
18,0.2970845256761564
19,0.2593838700118371
20,0.05532053896331659
21,0.17836661709436177
22,0.20739680414993217
23,0.09020362877611125
24,0.12875326828233852
25,0.20033566736871722
26,0.1748433825427386
27,0.3946062506032755
28,0.11161552262077343
29,0.13669583000302557
30,0.6693633711974951
31,0.07710210814502516
32,0.09901624782733694
33,0.32095549082838476
34,0.05593663426686539
35,0.05740942096041538
36,0.15922947130806817
37,0.15055053811347008
38,0.4488006775985827
39,0.08181509528640186
40,0.10297321100667259
41,0.4638103860517325
42,0.05901427391115937
43,0.21997011394269372
44,0.08301120254049255
45,0.3117599116832772
46,0.16856675803252205
47,0.17191170352348445
48,0.14186611861451137
49,0.2886954366985996
50,0.17367093838371644
51,0.14789076324085534
52,0.22404632972125013
53,0.20931408963189924
54,0.3772651341257756
55,0.11229193186960669
56,0.10095660366830365
57,0.2472426906022703
58,0.15577776209512434
59,0.16323013616998638
60,0.3892841220898339
61,0.5105375880789321
62,0.29094271002833266
63,0.15512804518681766
64,0.16537154120407582
65,0.4156177297881192
66,0.2024459445414158
67,0.24396119293665094
68,0.23839834834075568
69,0.04936946260291608
70,0.41405159355394
71,0.4521270052066439
72,0.2360832488274713
73,0.41268802227031126
74,0.34778553971349807
75,0.5761377326227423
76,0.2250330096302296
77,0.45209623259196247
78,0.2030468870178464
79,0.16963938703140144
80,0.23507881956920157
81,0.37882060019394714
82,0.10566227333283207
83,0.321467570381119
84,0.37188572029705125
85,0.2796313293109291
86,0.2349032991884594
87,0.029794170679778766
88,0.24945628539906567
89,0.17808194583466114
90,0.1223289574032704
91,0.09885383035609017
92,0.20543225670033688
93,0.30242092488034544
94,0.20488882159218796
95,0.20533762311373563
96,0.2679242032282363
97,0.35145040118629606
98,0.36083653764207735
99,0.3775612280589539
100,0.3492476265325744
101,0.13408532163499678
102,0.10980386102791935
103,0.11523502956718461
104,0.2402163490502737
105,0.28789871726035443
106,0.13370339010550583
107,0.2822838481812135
108,0.11826559861890946
109,0.4360133864145794
110,0.14472187581362078
111,0.24896232656709458
112,0.21718135876563363
113,0.21082656822620477
114,0.08510253502566106
115,0.24135488159748467
116,0.3292457275915663
117,0.1198633118195336
118,0.25048331654629047
119,0.3784853381336868
120,0.10503829310714337
121,0.14459752470708054
122,0.14701183980561905
123,0.17685141792328635
124,0.22129366461510377
125,0.19754665261093285
126,0.22551571925129577
127,0.07339172524822542
128,0.21195630004542626
129,0.33568349838174355
130,0.18333510933187683
131,0.06737208576138219
132,0.19400129580846126
133,0.23244465912587536
134,0.09985771708747485
135,0.055903506744164486
136,0.272940859629904
137,0.07315531174948169
138,0.22616948220021652
139,0.3524755967264877
140,0.13954916225298145
141,0.24288224413200094
142,0.08492309170573831
143,0.24432982337408374
144,0.006788585134354614
145,0.09234958451735559
146,0.1295218072726789
147,0.14086491562559514
148,0.11676316277450613
149,0.26938192072377815
150,0.19209500022839382
151,0.10618590246765167
152,0.05776533089264423
153,0.5877785635860482
154,0.22431428297880582
155,0.11324181608340628
156,0.38247929832389277
157,0.25333800531228123
158,0.07830973390971825
159,0.1336596997613935
160,0.14902312379340216
161,0.253710076061704
162,0.383284135224525
163,0.06454949538140639
164,0.2512289190643707
165,0.3465593873775322
166,0.29701306745740963
167,0.30916302251867556
168,0.32371720700624396
169,0.20636745910156823
170,0.12271376709224953
171,0.3952334691499696
172,0.2431880205595675
173,0.16188622541365477
174,0.23260930025014764
175,0.45982601855854166
176,0.2608949847504871
177,0.2459217227908082
178,0.4608136408569134
179,0.26930975118196837
180,0.42450363769411137
181,0.2742276321510644
182,0.06713538506862349
183,0.3904649381529444
184,0.31056429551620884
185,0.23056875386668116
186,0.14464969877412748
187,0.19067923228811898
188,0.1345071386641219
189,0.17453324412861135
190,0.47260703487167127
191,0.23569807037239193
192,0.3506113908660387
193,0.291348387027848
194,0.31614203588882506
195,0.34076720420778944
196,0.08522681850976914
197,0.25573281485929195
198,0.21929861277188384
199,0.2936342330741156
200,0.22202214977196433
201,0.14399037371594647
202,0.11895697888502496
203,0.46872833329700136
204,0.3724786002831264
205,0.29307431953040075
206,0.41985743510296725
207,0.3261830806268162
208,0.10692268004487628
209,0.3452075130536565
210,0.42742084226344496
211,0.5404387269905583
212,0.22996424088214729
213,0.07011590078089912
214,0.40293044312541054
215,0.19054259342664104
216,0.5876475401424017
217,0.35607223132960497
218,0.5551560048616051
219,0.3172478700079895
220,0.503062298693138
221,0.3454537702159163
222,0.32758085242071594
223,0.46062803474315317
224,0.2660556827450257
225,0.16642767052269386
226,0.4055220496798084
227,0.6517480269532641
228,0.07650281075394233
229,0.635762223563685
230,0.4884741537945834
231,0.451349695721999
232,0.6403555171828802
233,1.0147352113129728
234,0.9235033917577691
235,0.425933495644641
236,0.6587343426867648
237,0.3211317053773407
238,0.9187569896224568
239,0.5432761454635796
240,0.5831035745063476
241,0.33926385744062826
242,1.0983377142452007
243,0.4752165827529661
244,0.7728532714421729
245,0.422261051928359
246,0.46074752525175583
