individual_id,fitness
0,0.09406242507980261
1,0.16649246714121174
2,0.265644366187447
3,0.185600184555442
4,0.1621323009302662
5,0.08887472491483778
6,0.08389082193124059
7,0.11504666609072968
8,0.04245515876988316
9,0.17203139894170502
10,0.09893134125508224
11,0.025657709069592152
12,0.05140573442519848
13,0.21622923228961063
14,0.23714309354008686
15,0.2975847283909864
16,0.07760269274723672
17,0.38736935454576515
18,0.24488716481766779
19,0.012796441129669371
20,0.26191967395148796
21,0.1249653654734912
22,0.07008739492709817
23,0.08331081676064524
24,0.18912226783174724
25,0.08506064678950714
26,0.4418475302407741
27,0.03034450732737567
28,0.45399471137969755
29,0.29754153094040414
30,0.0426328054874998
31,0.0513001499358982
32,0.13003325961504628
33,0.2437928117167405
34,0.2766763055935813
35,0.19878242462609264
36,0.38497935228676267
37,0.2028233444663849
38,0.4969521625838352
39,0.08807300296108196
40,0.0983895319147448
41,0.19946327852881804
42,0.3024581556446679
43,0.1642398066038138
44,0.11865908825605487
45,0.11932446372932633
46,0.11102277432329934
47,0.03998961989015884
48,0.08403327077333536
49,0.1629590711476486
50,0.15952820652831673
51,0.24561134514225166
52,0.010295255901373937
53,0.14817533031700328
54,0.10707754877530892
55,0.04514546773402926
56,0.6837917307811608
57,0.08152284751395956
58,0.1557883748984376
59,0.3135570879915976
60,0.44567081458771374
61,0.418472281419329
62,0.47873445016060406
63,0.36497572597305306
64,0.022693717798112207
65,0.16316082786435238
66,0.17796156468670518
67,0.2490484694238946
68,0.23320393130471462
69,0.12208928066450675
70,0.45944150324633887
71,0.6046215120998665
72,0.5796572102662806
73,0.3704093747435466
74,0.31162723850253826
75,0.23970343784899448
76,0.252327142924497
77,0.17433708468860862
78,0.4794675114850736
79,0.4009627834543282
80,0.7589722620862409
81,0.9111574614538495
82,0.6020260737801647
83,0.21810563669502642
84,0.318858570018998
85,0.37543569741520905
86,0.15653333044125514
87,0.5742535992798702
88,0.8183268796017358
89,0.5795611060081117
90,0.5700387602390699
91,0.7484827812365347
92,0.6989081218683155
93,0.9006855693828214
94,1.1348791424383924
95,0.5705866993997649
96,0.9932627751573768
97,0.6056401433811495
98,0.675298464813286
99,0.7285853292958752
100,0.6126883722247187
101,1.0893742721791606
102,0.31741785900404423
103,0.740266739140307
104,0.7735494891305864
105,0.8036574666541194
106,0.8396641221686529
107,0.898586462405368
108,1.1071330732633242
109,0.8710912265682271
110,1.0542915444761463
111,1.1062019130875924
112,0.947916335221624
113,0.9274739560394989
114,0.9054689116454246
115,1.0051523102729927
116,1.2216523603339313
117,1.0090852723646753
118,0.9980678167584665
119,0.8727561650674094
120,1.0394638504591842
121,0.8575188050757635
122,1.4459408021462552
123,1.175786027569646
124,1.0364507915400192
125,1.0534308987301046
126,1.155053121847517
127,0.9165185646652282
128,1.1606383118826866
129,0.9714556028978387
130,0.9928350192780709
131,1.185852409882401
132,1.2040684456861193
133,0.9917652671800444
134,1.2121786277710072
135,1.1985839750403773
136,1.3263240376954153
137,1.2835775202592552
138,1.2278502303415655
139,1.1029270860934663
140,1.062541668960873
141,1.4054803567082113
142,1.379411122431579
143,1.22484881816911
144,1.032368372887254
145,1.1176373046361205
146,0.9005525774367258
147,1.3501260925751144
148,1.5124062376473808
149,0.9801360394630046
150,1.4371767004659692
151,1.3344981606622963
152,1.160809580560679
153,1.2237066526841422
154,1.2879717771237857
155,1.2072663955039755
156,1.23745154056432
157,1.040602820413592
158,1.4982443203722444
159,1.1898177401647818
160,1.381240846907669
161,1.4088777478389083
162,1.3227647125333044
163,1.7519295614823267
164,1.470638254277493
165,1.2746366021105098
166,1.3859493120650845
167,1.6791717267939212
168,1.2361558602081764
169,1.4581526269271767
170,1.4934983589276831
171,1.5731284346380632
172,1.3879974963613078
173,1.584599658992983
174,1.4652096259135141
175,1.5429893142480704
176,1.3934417636229184
177,1.4407801607954784
178,1.3241869833224738
179,1.5725007334926433
180,1.8284267988343175
181,1.3299618852695534
182,1.6926611761436148
183,1.7164828005838288
184,1.6038420284580515
185,1.4766439517812155
186,1.2909434785092997
187,1.4217637787631647
188,1.6032157866390928
189,1.4838290557170668
190,1.6776562382443476
191,1.8774830450439701
192,1.6770988323843374
193,1.5678280396354047
194,1.4483285813977143
195,1.4691680800310307
196,1.646340287687284
197,1.4740433576549887
198,1.3821069850653505
199,1.7113941580993235
200,1.8090318377473569
201,1.7739302409247095
202,1.3895380117599045
203,1.8497014804572482
204,1.851824496879071
205,1.5103921986659161
206,1.6096271542985812
207,1.5982579104616415
